doc,pass,min_similarity,top_n_candidates,top_k,candidate_count,selected_chunk_count,expanded_ref_count,selected_chunk_token_estimate,gt_coverage,full_doc_chunks,rerank_ms_full_corpus
Dvina,radar_timing,0.25,50,15,45,15,16,4386,1.0,45,20387.442899867892
Dvina,radar_timing,0.25,50,20,45,20,16,6946,1.0,45,20387.442899867892
Dvina,radar_timing,0.25,50,30,45,30,34,11545,1.0,45,20387.442899867892
Dvina,radar_timing,0.25,75,5,45,5,9,1591,0.3333333333333333,45,20387.442899867892
Dvina,radar_timing,0.25,75,10,45,10,14,1826,0.6666666666666666,45,20387.442899867892
Dvina,radar_timing,0.25,75,15,45,15,16,4386,1.0,45,20387.442899867892
Dvina,radar_timing,0.25,75,20,45,20,16,6946,1.0,45,20387.442899867892
Dvina,radar_timing,0.25,75,30,45,30,34,11545,1.0,45,20387.442899867892
Dvina,radar_timing,0.25,100,5,45,5,9,1591,0.3333333333333333,45,20387.442899867892
Dvina,radar_timing,0.25,100,10,45,10,14,1826,0.6666666666666666,45,20387.442899867892
Dvina,radar_timing,0.25,100,15,45,15,16,4386,1.0,45,20387.442899867892
Dvina,radar_timing,0.25,100,20,45,20,16,6946,1.0,45,20387.442899867892
Dvina,radar_timing,0.25,100,30,45,30,34,11545,1.0,45,20387.442899867892
Dvina,radar_timing,0.3,25,5,25,5,7,1165,0.3333333333333333,45,20387.442899867892
Dvina,radar_timing,0.3,25,10,25,10,11,1865,0.6,45,20387.442899867892
Dvina,radar_timing,0.3,25,15,25,15,39,3877,0.6,45,20387.442899867892
Dvina,radar_timing,0.3,25,20,25,20,59,6150,0.6,45,20387.442899867892
Dvina,radar_timing,0.3,25,30,25,25,93,8335,0.6,45,20387.442899867892
Dvina,radar_timing,0.3,50,5,45,5,9,1591,0.3333333333333333,45,20387.442899867892
Dvina,radar_timing,0.3,50,10,45,10,14,1826,0.6666666666666666,45,20387.442899867892
Dvina,radar_timing,0.3,50,15,45,15,16,4386,1.0,45,20387.442899867892
Dvina,radar_timing,0.3,50,20,45,20,16,6946,1.0,45,20387.442899867892
Dvina,radar_timing,0.3,50,30,45,30,34,11545,1.0,45,20387.442899867892
Dvina,radar_timing,0.3,75,5,45,5,9,1591,0.3333333333333333,45,20387.442899867892
Dvina,radar_timing,0.3,75,10,45,10,14,1826,0.6666666666666666,45,20387.442899867892
Dvina,radar_timing,0.3,75,15,45,15,16,4386,1.0,45,20387.442899867892
Dvina,radar_timing,0.3,75,20,45,20,16,6946,1.0,45,20387.442899867892
Dvina,radar_timing,0.3,75,30,45,30,34,11545,1.0,45,20387.442899867892
Dvina,radar_timing,0.3,100,5,45,5,9,1591,0.3333333333333333,45,20387.442899867892
Dvina,radar_timing,0.3,100,10,45,10,14,1826,0.6666666666666666,45,20387.442899867892
Dvina,radar_timing,0.3,100,15,45,15,16,4386,1.0,45,20387.442899867892
Dvina,radar_timing,0.3,100,20,45,20,16,6946,1.0,45,20387.442899867892
Dvina,radar_timing,0.3,100,30,45,30,34,11545,1.0,45,20387.442899867892
Dvina,radar_timing,0.35,25,5,25,5,7,1165,0.3333333333333333,45,20387.442899867892
Dvina,radar_timing,0.35,25,10,25,10,11,1865,0.6,45,20387.442899867892
Dvina,radar_timing,0.35,25,15,25,15,39,3877,0.6,45,20387.442899867892
Dvina,radar_timing,0.35,25,20,25,20,59,6150,0.6,45,20387.442899867892
Dvina,radar_timing,0.35,25,30,25,25,93,8335,0.6,45,20387.442899867892
Dvina,radar_timing,0.35,50,5,43,5,9,1591,0.3333333333333333,45,20387.442899867892
Dvina,radar_timing,0.35,50,10,43,10,14,1826,0.6666666666666666,45,20387.442899867892
Dvina,radar_timing,0.35,50,15,43,15,16,4386,1.0,45,20387.442899867892
Dvina,radar_timing,0.35,50,20,43,20,16,6946,1.0,45,20387.442899867892
Dvina,radar_timing,0.35,50,30,43,30,34,11545,1.0,45,20387.442899867892
Dvina,radar_timing,0.35,75,5,43,5,9,1591,0.3333333333333333,45,20387.442899867892
Dvina,radar_timing,0.35,75,10,43,10,14,1826,0.6666666666666666,45,20387.442899867892
Dvina,radar_timing,0.35,75,15,43,15,16,4386,1.0,45,20387.442899867892
Dvina,radar_timing,0.35,75,20,43,20,16,6946,1.0,45,20387.442899867892
Dvina,radar_timing,0.35,75,30,43,30,34,11545,1.0,45,20387.442899867892
Dvina,radar_timing,0.35,100,5,43,5,9,1591,0.3333333333333333,45,20387.442899867892
Dvina,radar_timing,0.35,100,10,43,10,14,1826,0.6666666666666666,45,20387.442899867892
Dvina,radar_timing,0.35,100,15,43,15,16,4386,1.0,45,20387.442899867892
Dvina,radar_timing,0.35,100,20,43,20,16,6946,1.0,45,20387.442899867892
Dvina,radar_timing,0.35,100,30,43,30,34,11545,1.0,45,20387.442899867892
Dvina,radar_timing,0.4,25,5,18,5,7,1165,0.3333333333333333,45,20387.442899867892
Dvina,radar_timing,0.4,25,10,18,10,28,1433,0.6,45,20387.442899867892
Dvina,radar_timing,0.4,25,15,18,15,57,3837,0.6,45,20387.442899867892
Dvina,radar_timing,0.4,25,20,18,18,60,5145,0.6,45,20387.442899867892
Dvina,radar_timing,0.4,25,30,18,18,60,5145,0.6,45,20387.442899867892
Dvina,radar_timing,0.4,50,5,18,5,7,1165,0.3333333333333333,45,20387.442899867892
Dvina,radar_timing,0.4,50,10,18,10,28,1433,0.6,45,20387.442899867892
Dvina,radar_timing,0.4,50,15,18,15,57,3837,0.6,45,20387.442899867892
Dvina,radar_timing,0.4,50,20,18,18,60,5145,0.6,45,20387.442899867892
Dvina,radar_timing,0.4,50,30,18,18,60,5145,0.6,45,20387.442899867892
Dvina,radar_timing,0.4,75,5,18,5,7,1165,0.3333333333333333,45,20387.442899867892
Dvina,radar_timing,0.4,75,10,18,10,28,1433,0.6,45,20387.442899867892
Dvina,radar_timing,0.4,75,15,18,15,57,3837,0.6,45,20387.442899867892
Dvina,radar_timing,0.4,75,20,18,18,60,5145,0.6,45,20387.442899867892
Dvina,radar_timing,0.4,75,30,18,18,60,5145,0.6,45,20387.442899867892
Dvina,radar_timing,0.4,100,5,18,5,7,1165,0.3333333333333333,45,20387.442899867892
Dvina,radar_timing,0.4,100,10,18,10,28,1433,0.6,45,20387.442899867892
Dvina,radar_timing,0.4,100,15,18,15,57,3837,0.6,45,20387.442899867892
Dvina,radar_timing,0.4,100,20,18,18,60,5145,0.6,45,20387.442899867892
Dvina,radar_timing,0.4,100,30,18,18,60,5145,0.6,45,20387.442899867892
Dvina,radar_timing,0.45,25,5,1,1,2,451,0.0,45,20387.442899867892
Dvina,radar_timing,0.45,25,10,1,1,2,451,0.0,45,20387.442899867892
Dvina,radar_timing,0.45,25,15,1,1,2,451,0.0,45,20387.442899867892
Dvina,radar_timing,0.45,25,20,1,1,2,451,0.0,45,20387.442899867892
Dvina,radar_timing,0.45,25,30,1,1,2,451,0.0,45,20387.442899867892
Dvina,radar_timing,0.45,50,5,1,1,2,451,0.0,45,20387.442899867892
Dvina,radar_timing,0.45,50,10,1,1,2,451,0.0,45,20387.442899867892
Dvina,radar_timing,0.45,50,15,1,1,2,451,0.0,45,20387.442899867892
Dvina,radar_timing,0.45,50,20,1,1,2,451,0.0,45,20387.442899867892
Dvina,radar_timing,0.45,50,30,1,1,2,451,0.0,45,20387.442899867892
Dvina,radar_timing,0.45,75,5,1,1,2,451,0.0,45,20387.442899867892
Dvina,radar_timing,0.45,75,10,1,1,2,451,0.0,45,20387.442899867892
Dvina,radar_timing,0.45,75,15,1,1,2,451,0.0,45,20387.442899867892
Dvina,radar_timing,0.45,75,20,1,1,2,451,0.0,45,20387.442899867892
Dvina,radar_timing,0.45,75,30,1,1,2,451,0.0,45,20387.442899867892
Dvina,radar_timing,0.45,100,5,1,1,2,451,0.0,45,20387.442899867892
Dvina,radar_timing,0.45,100,10,1,1,2,451,0.0,45,20387.442899867892
Dvina,radar_timing,0.45,100,15,1,1,2,451,0.0,45,20387.442899867892
Dvina,radar_timing,0.45,100,20,1,1,2,451,0.0,45,20387.442899867892
Dvina,radar_timing,0.45,100,30,1,1,2,451,0.0,45,20387.442899867892
Dvina,radar_timing,0.5,25,5,0,0,0,0,0.0,45,20387.442899867892
Dvina,radar_timing,0.5,25,10,0,0,0,0,0.0,45,20387.442899867892
Dvina,radar_timing,0.5,25,15,0,0,0,0,0.0,45,20387.442899867892
Dvina,radar_timing,0.5,25,20,0,0,0,0,0.0,45,20387.442899867892
Dvina,radar_timing,0.5,25,30,0,0,0,0,0.0,45,20387.442899867892
Dvina,radar_timing,0.5,50,5,0,0,0,0,0.0,45,20387.442899867892
Dvina,radar_timing,0.5,50,10,0,0,0,0,0.0,45,20387.442899867892
Dvina,radar_timing,0.5,50,15,0,0,0,0,0.0,45,20387.442899867892
Dvina,radar_timing,0.5,50,20,0,0,0,0,0.0,45,20387.442899867892
Dvina,radar_timing,0.5,50,30,0,0,0,0,0.0,45,20387.442899867892
Dvina,radar_timing,0.5,75,5,0,0,0,0,0.0,45,20387.442899867892
Dvina,radar_timing,0.5,75,10,0,0,0,0,0.0,45,20387.442899867892
Dvina,radar_timing,0.5,75,15,0,0,0,0,0.0,45,20387.442899867892
Dvina,radar_timing,0.5,75,20,0,0,0,0,0.0,45,20387.442899867892
Dvina,radar_timing,0.5,75,30,0,0,0,0,0.0,45,20387.442899867892
Dvina,radar_timing,0.5,100,5,0,0,0,0,0.0,45,20387.442899867892
Dvina,radar_timing,0.5,100,10,0,0,0,0,0.0,45,20387.442899867892
Dvina,radar_timing,0.5,100,15,0,0,0,0,0.0,45,20387.442899867892
Dvina,radar_timing,0.5,100,20,0,0,0,0,0.0,45,20387.442899867892
Dvina,radar_timing,0.5,100,30,0,0,0,0,0.0,45,20387.442899867892
Dvina,radar_modulation,0.2,25,5,25,5,7,2461,0.3333333333333333,45,29313.26306052506
Dvina,radar_modulation,0.2,25,10,25,10,8,4530,0.4666666666666667,45,29313.26306052506
Dvina,radar_modulation,0.2,25,15,25,15,33,6152,0.4666666666666667,45,29313.26306052506
Dvina,radar_modulation,0.2,25,20,25,20,33,6387,0.4666666666666667,45,29313.26306052506
Dvina,radar_modulation,0.2,25,30,25,25,68,8447,0.4666666666666667,45,29313.26306052506
Dvina,radar_modulation,0.2,50,5,45,5,23,2403,0.3333333333333333,45,29313.26306052506
Dvina,radar_modulation,0.2,50,10,45,10,28,4873,0.6666666666666666,45,29313.26306052506
Dvina,radar_modulation,0.2,50,15,45,15,28,7433,1.0,45,29313.26306052506
Dvina,radar_modulation,0.2,50,20,45,20,41,9967,1.0,45,29313.26306052506
Dvina,radar_modulation,0.2,50,30,45,30,53,14322,1.0,45,29313.26306052506
Dvina,radar_modulation,0.2,75,5,45,5,23,2403,0.3333333333333333,45,29313.26306052506
Dvina,radar_modulation,0.2,75,10,45,10,28,4873,0.6666666666666666,45,29313.26306052506
Dvina,radar_modulation,0.2,75,15,45,15,28,7433,1.0,45,29313.26306052506
Dvina,radar_modulation,0.2,75,20,45,20,41,9967,1.0,45,29313.26306052506
Dvina,radar_modulation,0.2,75,30,45,30,53,14322,1.0,45,29313.26306052506
Dvina,radar_modulation,0.2,100,5,45,5,23,2403,0.3333333333333333,45,29313.26306052506
Dvina,radar_modulation,0.2,100,10,45,10,28,4873,0.6666666666666666,45,29313.26306052506
Dvina,radar_modulation,0.2,100,15,45,15,28,7433,1.0,45,29313.26306052506
Dvina,radar_modulation,0.2,100,20,45,20,41,9967,1.0,45,29313.26306052506
Dvina,radar_modulation,0.2,100,30,45,30,53,14322,1.0,45,29313.26306052506
Dvina,radar_modulation,0.25,25,5,25,5,7,2461,0.3333333333333333,45,29313.26306052506
Dvina,radar_modulation,0.25,25,10,25,10,8,4530,0.4666666666666667,45,29313.26306052506
Dvina,radar_modulation,0.25,25,15,25,15,33,6152,0.4666666666666667,45,29313.26306052506
Dvina,radar_modulation,0.25,25,20,25,20,33,6387,0.4666666666666667,45,29313.26306052506
Dvina,radar_modulation,0.25,25,30,25,25,68,8447,0.4666666666666667,45,29313.26306052506
Dvina,radar_modulation,0.25,50,5,45,5,23,2403,0.3333333333333333,45,29313.26306052506
Dvina,radar_modulation,0.25,50,10,45,10,28,4873,0.6666666666666666,45,29313.26306052506
Dvina,radar_modulation,0.25,50,15,45,15,28,7433,1.0,45,29313.26306052506
Dvina,radar_modulation,0.25,50,20,45,20,41,9967,1.0,45,29313.26306052506
Dvina,radar_modulation,0.25,50,30,45,30,53,14322,1.0,45,29313.26306052506
Dvina,radar_modulation,0.25,75,5,45,5,23,2403,0.3333333333333333,45,29313.26306052506
Dvina,radar_modulation,0.25,75,10,45,10,28,4873,0.6666666666666666,45,29313.26306052506
Dvina,radar_modulation,0.25,75,15,45,15,28,7433,1.0,45,29313.26306052506
Dvina,radar_modulation,0.25,75,20,45,20,41,9967,1.0,45,29313.26306052506
Dvina,radar_modulation,0.25,75,30,45,30,53,14322,1.0,45,29313.26306052506
Dvina,radar_modulation,0.25,100,5,45,5,23,2403,0.3333333333333333,45,29313.26306052506
Dvina,radar_modulation,0.25,100,10,45,10,28,4873,0.6666666666666666,45,29313.26306052506
Dvina,radar_modulation,0.25,100,15,45,15,28,7433,1.0,45,29313.26306052506
Dvina,radar_modulation,0.25,100,20,45,20,41,9967,1.0,45,29313.26306052506
Dvina,radar_modulation,0.25,100,30,45,30,53,14322,1.0,45,29313.26306052506
Dvina,radar_modulation,0.3,25,5,25,5,7,2461,0.3333333333333333,45,29313.26306052506
Dvina,radar_modulation,0.3,25,10,25,10,8,4530,0.4666666666666667,45,29313.26306052506
Dvina,radar_modulation,0.3,25,15,25,15,33,6152,0.4666666666666667,45,29313.26306052506
Dvina,radar_modulation,0.3,25,20,25,20,33,6387,0.4666666666666667,45,29313.26306052506
Dvina,radar_modulation,0.3,25,30,25,25,68,8447,0.4666666666666667,45,29313.26306052506
Dvina,radar_modulation,0.3,50,5,45,5,23,2403,0.3333333333333333,45,29313.26306052506
Dvina,radar_modulation,0.3,50,10,45,10,28,4873,0.6666666666666666,45,29313.26306052506
Dvina,radar_modulation,0.3,50,15,45,15,28,7433,1.0,45,29313.26306052506
Dvina,radar_modulation,0.3,50,20,45,20,41,9967,1.0,45,29313.26306052506
Dvina,radar_modulation,0.3,50,30,45,30,53,14322,1.0,45,29313.26306052506
Dvina,radar_modulation,0.3,75,5,45,5,23,2403,0.3333333333333333,45,29313.26306052506
Dvina,radar_modulation,0.3,75,10,45,10,28,4873,0.6666666666666666,45,29313.26306052506
Dvina,radar_modulation,0.3,75,15,45,15,28,7433,1.0,45,29313.26306052506
Dvina,radar_modulation,0.3,75,20,45,20,41,9967,1.0,45,29313.26306052506
Dvina,radar_modulation,0.3,75,30,45,30,53,14322,1.0,45,29313.26306052506
Dvina,radar_modulation,0.3,100,5,45,5,23,2403,0.3333333333333333,45,29313.26306052506
Dvina,radar_modulation,0.3,100,10,45,10,28,4873,0.6666666666666666,45,29313.26306052506
Dvina,radar_modulation,0.3,100,15,45,15,28,7433,1.0,45,29313.26306052506
Dvina,radar_modulation,0.3,100,20,45,20,41,9967,1.0,45,29313.26306052506
Dvina,radar_modulation,0.3,100,30,45,30,53,14322,1.0,45,29313.26306052506
Dvina,radar_modulation,0.35,25,5,25,5,7,2461,0.3333333333333333,45,29313.26306052506
Dvina,radar_modulation,0.35,25,10,25,10,8,4530,0.4666666666666667,45,29313.26306052506
Dvina,radar_modulation,0.35,25,15,25,15,33,6152,0.4666666666666667,45,29313.26306052506
Dvina,radar_modulation,0.35,25,20,25,20,33,6387,0.4666666666666667,45,29313.26306052506
Dvina,radar_modulation,0.35,25,30,25,25,68,8447,0.4666666666666667,45,29313.26306052506
Dvina,radar_modulation,0.35,50,5,43,5,23,2403,0.3333333333333333,45,29313.26306052506
Dvina,radar_modulation,0.35,50,10,43,10,28,4873,0.6666666666666666,45,29313.26306052506
Dvina,radar_modulation,0.35,50,15,43,15,28,7433,1.0,45,29313.26306052506
Dvina,radar_modulation,0.35,50,20,43,20,28,9973,1.0,45,29313.26306052506
Dvina,radar_modulation,0.35,50,30,43,30,43,14289,1.0,45,29313.26306052506
Dvina,radar_modulation,0.35,75,5,43,5,23,2403,0.3333333333333333,45,29313.26306052506
Dvina,radar_modulation,0.35,75,10,43,10,28,4873,0.6666666666666666,45,29313.26306052506
Dvina,radar_modulation,0.35,75,15,43,15,28,7433,1.0,45,29313.26306052506
Dvina,radar_modulation,0.35,75,20,43,20,28,9973,1.0,45,29313.26306052506
Dvina,radar_modulation,0.35,75,30,43,30,43,14289,1.0,45,29313.26306052506
Dvina,radar_modulation,0.35,100,5,43,5,23,2403,0.3333333333333333,45,29313.26306052506
Dvina,radar_modulation,0.35,100,10,43,10,28,4873,0.6666666666666666,45,29313.26306052506
Dvina,radar_modulation,0.35,100,15,43,15,28,7433,1.0,45,29313.26306052506
Dvina,radar_modulation,0.35,100,20,43,20,28,9973,1.0,45,29313.26306052506
Dvina,radar_modulation,0.35,100,30,43,30,43,14289,1.0,45,29313.26306052506
Dvina,radar_modulation,0.4,25,5,18,5,7,2026,0.2,45,29313.26306052506
Dvina,radar_modulation,0.4,25,10,18,10,29,3258,0.2,45,29313.26306052506
Dvina,radar_modulation,0.4,25,15,18,15,30,3813,0.2,45,29313.26306052506
Dvina,radar_modulation,0.4,25,20,18,18,37,5092,0.2,45,29313.26306052506
Dvina,radar_modulation,0.4,25,30,18,18,37,5092,0.2,45,29313.26306052506
Dvina,radar_modulation,0.4,50,5,18,5,7,2026,0.2,45,29313.26306052506
Dvina,radar_modulation,0.4,50,10,18,10,29,3258,0.2,45,29313.26306052506
Dvina,radar_modulation,0.4,50,15,18,15,30,3813,0.2,45,29313.26306052506
Dvina,radar_modulation,0.4,50,20,18,18,37,5092,0.2,45,29313.26306052506
Dvina,radar_modulation,0.4,50,30,18,18,37,5092,0.2,45,29313.26306052506
Dvina,radar_modulation,0.4,75,5,18,5,7,2026,0.2,45,29313.26306052506
Dvina,radar_modulation,0.4,75,10,18,10,29,3258,0.2,45,29313.26306052506
Dvina,radar_modulation,0.4,75,15,18,15,30,3813,0.2,45,29313.26306052506
Dvina,radar_modulation,0.4,75,20,18,18,37,5092,0.2,45,29313.26306052506
Dvina,radar_modulation,0.4,75,30,18,18,37,5092,0.2,45,29313.26306052506
Dvina,radar_modulation,0.4,100,5,18,5,7,2026,0.2,45,29313.26306052506
Dvina,radar_modulation,0.4,100,10,18,10,29,3258,0.2,45,29313.26306052506
Dvina,radar_modulation,0.4,100,15,18,15,30,3813,0.2,45,29313.26306052506
Dvina,radar_modulation,0.4,100,20,18,18,37,5092,0.2,45,29313.26306052506
Dvina,radar_modulation,0.4,100,30,18,18,37,5092,0.2,45,29313.26306052506
Dvina,radar_modulation,0.45,25,5,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.45,25,10,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.45,25,15,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.45,25,20,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.45,25,30,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.45,50,5,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.45,50,10,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.45,50,15,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.45,50,20,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.45,50,30,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.45,75,5,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.45,75,10,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.45,75,15,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.45,75,20,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.45,75,30,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.45,100,5,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.45,100,10,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.45,100,15,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.45,100,20,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.45,100,30,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.5,25,5,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.5,25,10,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.5,25,15,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.5,25,20,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.5,25,30,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.5,50,5,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.5,50,10,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.5,50,15,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.5,50,20,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.5,50,30,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.5,75,5,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.5,75,10,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.5,75,15,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.5,75,20,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.5,75,30,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.5,100,5,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.5,100,10,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.5,100,15,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.5,100,20,0,0,0,0,0.0,45,29313.26306052506
Dvina,radar_modulation,0.5,100,30,0,0,0,0,0.0,45,29313.26306052506
Dvina,missile_kinematics,0.2,25,5,25,5,26,1578,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.2,25,10,25,10,51,3511,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.2,25,15,25,15,55,5091,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.2,25,20,25,20,59,6050,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.2,25,30,25,25,113,8239,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.2,50,5,45,5,3,2560,0.3333333333333333,45,21845.24142742157
Dvina,missile_kinematics,0.2,50,10,45,10,7,5120,0.6666666666666666,45,21845.24142742157
Dvina,missile_kinematics,0.2,50,15,45,15,8,7680,1.0,45,21845.24142742157
Dvina,missile_kinematics,0.2,50,20,45,20,31,9333,1.0,45,21845.24142742157
Dvina,missile_kinematics,0.2,50,30,45,30,57,13645,1.0,45,21845.24142742157
Dvina,missile_kinematics,0.2,75,5,45,5,3,2560,0.3333333333333333,45,21845.24142742157
Dvina,missile_kinematics,0.2,75,10,45,10,7,5120,0.6666666666666666,45,21845.24142742157
Dvina,missile_kinematics,0.2,75,15,45,15,8,7680,1.0,45,21845.24142742157
Dvina,missile_kinematics,0.2,75,20,45,20,31,9333,1.0,45,21845.24142742157
Dvina,missile_kinematics,0.2,75,30,45,30,57,13645,1.0,45,21845.24142742157
Dvina,missile_kinematics,0.2,100,5,45,5,3,2560,0.3333333333333333,45,21845.24142742157
Dvina,missile_kinematics,0.2,100,10,45,10,7,5120,0.6666666666666666,45,21845.24142742157
Dvina,missile_kinematics,0.2,100,15,45,15,8,7680,1.0,45,21845.24142742157
Dvina,missile_kinematics,0.2,100,20,45,20,31,9333,1.0,45,21845.24142742157
Dvina,missile_kinematics,0.2,100,30,45,30,57,13645,1.0,45,21845.24142742157
Dvina,missile_kinematics,0.25,25,5,25,5,26,1578,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.25,25,10,25,10,51,3511,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.25,25,15,25,15,55,5091,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.25,25,20,25,20,59,6050,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.25,25,30,25,25,113,8239,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.25,50,5,45,5,3,2560,0.3333333333333333,45,21845.24142742157
Dvina,missile_kinematics,0.25,50,10,45,10,7,5120,0.6666666666666666,45,21845.24142742157
Dvina,missile_kinematics,0.25,50,15,45,15,8,7680,1.0,45,21845.24142742157
Dvina,missile_kinematics,0.25,50,20,45,20,31,9333,1.0,45,21845.24142742157
Dvina,missile_kinematics,0.25,50,30,45,30,57,13645,1.0,45,21845.24142742157
Dvina,missile_kinematics,0.25,75,5,45,5,3,2560,0.3333333333333333,45,21845.24142742157
Dvina,missile_kinematics,0.25,75,10,45,10,7,5120,0.6666666666666666,45,21845.24142742157
Dvina,missile_kinematics,0.25,75,15,45,15,8,7680,1.0,45,21845.24142742157
Dvina,missile_kinematics,0.25,75,20,45,20,31,9333,1.0,45,21845.24142742157
Dvina,missile_kinematics,0.25,75,30,45,30,57,13645,1.0,45,21845.24142742157
Dvina,missile_kinematics,0.25,100,5,45,5,3,2560,0.3333333333333333,45,21845.24142742157
Dvina,missile_kinematics,0.25,100,10,45,10,7,5120,0.6666666666666666,45,21845.24142742157
